,norm,cross_correlation,correlated_snr,chi2,snr_likelihood
16bbf24906,2.8426490068356653e-19,5.1973244417897006e-05,1.9092824242875098e-20,1.2040573263275277e-74,1.0
16be8c2b45,2.7145556297775354e-19,0.0001185744974872108,1.927046090916518e-19,8.017909738161929e-75,1.0
16c21f2bc7,4.398761223401761e-19,0.000447841912190162,2.9733176249232493e-19,6.873294525295067e-74,1.0
16c529d338,3.5916327282724323e-19,0.00025253323323744107,4.346166883611877e-19,2.3052309029328395e-74,1.0
16c7a6749a,4.68632947331635e-19,5.722197036357428e-05,4.568593561823246e-19,7.944675104839548e-74,1.0
16cba41cf2,3.1168468454170454e-19,-0.0005419554562871973,1.6191899056114527e-19,1.2652519913716646e-74,1.0
16cc70982c,3.618806557511726e-19,0.0004972113385772001,2.4023109969385157e-19,3.089087256754656e-74,1.0
16ce5b113f,3.568231145596902e-19,-0.0002900459524182239,5.542183622198174e-20,3.0132509191949815e-74,1.0
16d7c73c06,3.577708641181768e-19,0.00048588948806882546,1.7193889074636968e-19,2.7623613122312077e-74,1.0
16d981455e,3.2400658272482975e-19,-4.348474312855932e-05,8.734139096584534e-20,1.8183449899718013e-74,1.0
16df3399c1,3.3951278982423065e-19,-4.090273491107863e-05,2.056611171153252e-20,2.453312997825386e-74,1.0
16df4508d8,4.16362432154069e-19,0.00029818461781336986,1.4766359270209285e-19,4.896291732724856e-74,1.0
16e31b55dd,2.8063310032790486e-19,-0.00016482166463937349,8.513598120220409e-20,1.0244181544978461e-74,1.0
16e38686d6,2.665783890785782e-19,0.0007873464245974996,1.5020656575763395e-19,6.25135337167792e-75,1.0
16e9f5ce68,3.8179659631690744e-19,0.00026359865892729053,1.1888955443953448e-19,3.985927053845058e-74,1.0
16ef35f91b,3.7550355592513203e-19,-0.00013252407687793614,2.542703545542186e-19,3.2710305083774058e-74,1.0
16f174b466,3.8164658247414455e-19,7.506463030596824e-05,1.8727931215205952e-19,3.8887230579325016e-74,1.0
16f1c8a727,4.0021905233441846e-19,-0.00029121081746906545,3.921786779493239e-19,3.971530830842668e-74,1.0
16f1cdabbb,3.3807397525916525e-19,0.00019967173900285482,1.540305067569457e-19,1.955906362765508e-74,1.0
16f84a85a0,2.843157683152602e-19,-0.0003626313410862215,9.395314079778418e-20,9.713783928627883e-75,1.0
16fd31bb55,3.1531808002418844e-19,-0.0002385858431654301,5.900395726416561e-20,1.3875542551610274e-74,1.0
17076c6c71,3.8396396216864585e-19,-0.00017670718449776663,3.250388142351518e-19,2.992559764089376e-74,1.0
1709442007,3.4375299070157525e-19,-0.00019964951061534142,3.550889672665164e-21,2.2146643256639972e-74,1.0
170a2b9460,3.728575511264465e-19,-0.0003584155682136134,1.2753807911141964e-19,3.246978457794545e-74,1.0
170a8089aa,3.508467365523072e-19,0.0004094889702450129,4.441369592269081e-19,2.1026403593913745e-74,1.0
170cd9cc5d,5.20610718030695e-19,-0.00018608258851014284,3.5998615494438487e-19,1.1604665763737489e-73,1.0
17181c76ca,3.6842845685622296e-19,-0.00018839006792272417,2.9363545416901695e-20,3.1665709439886144e-74,1.0
171b654a01,4.198263720527711e-19,0.0001819032966198581,1.014772979648525e-21,5.642468992116129e-74,1.0
171c394b25,3.33999164128194e-19,-5.035435658663683e-05,3.7329801075301685e-20,1.8744353533189265e-74,1.0
171c6d93ab,3.88558298102331e-19,0.00014203901455676823,1.082755357783475e-19,4.375139103217853e-74,1.0
171f7179a1,3.7281385151746655e-19,0.0002361633697436317,2.9720163891531953e-19,2.7712504118243685e-74,1.0
1720a456d5,3.7392794757998036e-19,0.00028427609044585087,8.987601148175745e-20,3.060778582234317e-74,1.0
172107dae1,3.9214627418337886e-19,7.019249201525881e-05,1.3569208886873213e-19,4.027450065442984e-74,1.0
17242b0e6c,4.106141982568039e-19,-0.0005046507025054898,5.751009686933349e-21,5.8486173407921395e-74,1.0
17244db93c,3.7305339634868205e-19,3.3833320523063927e-06,2.3567344508388316e-19,3.2469641070063346e-74,1.0
1724e38699,2.5565699548511606e-19,-7.03813600496798e-05,1.5807771349843848e-19,5.245874536816081e-75,1.0
172bf63082,3.5282410805215736e-19,-0.00012020146995291779,8.870865451599011e-20,2.34282675912741e-74,1.0
173691c676,4.257577123326568e-19,-0.00029732862713574635,2.646341848432675e-19,6.1254797524788074e-74,1.0
17374f3c53,4.566216405448557e-19,-9.18441519276621e-05,1.4625095428353496e-19,7.372272143453991e-74,1.0
17381831e0,2.8673493316266693e-19,-0.00013117827386900386,3.886619898528268e-20,9.801440745845497e-75,1.0
173c9e5b12,2.8308784094930856e-19,0.0004140579908954069,6.46578330631545e-20,1.0645066142547624e-74,1.0
173cb60fca,3.2395545337357278e-19,-0.000170288219893814,1.3025490566957554e-19,1.8057576855189943e-74,1.0
173d93cd6a,4.0974021388587555e-19,-0.0001785213592950087,1.592137734986169e-19,4.498307328083171e-74,1.0
17408b8b36,3.501627915953887e-19,-0.00016769732990843644,1.6232404997814334e-19,2.7425732692271945e-74,1.0
1743204824,3.174871684046003e-19,-0.00011199152296282867,1.8378094159692277e-19,1.4413391684747147e-74,1.0
174719681b,3.5508868268495787e-19,0.0004601628632161199,1.5236217414116387e-19,2.75391661262698e-74,1.0
174a85bf0c,3.5421291695445717e-19,-0.00015469369595339468,1.0527291014716587e-19,2.8892723214975366e-74,1.0
174b757489,3.482964203714678e-19,-0.00025227279316086137,2.8484380221994116e-19,2.1430533887555683e-74,1.0
1750622f0d,3.0141601794973144e-19,-0.0003631168746457332,1.9285808613654653e-19,1.2608596437694887e-74,1.0
175247300b,4.030998254666272e-19,0.0003211639195511497,1.7048598526919773e-19,4.064656648102619e-74,1.0
175aef581f,2.6506562658158664e-19,8.925413075627765e-06,1.3693397255998223e-19,7.635152360046488e-75,1.0
175e968410,3.2331235388504796e-19,0.0001851310072063286,6.791819184558058e-20,1.7615208098810142e-74,1.0
175eb48b39,3.736109145262723e-19,-8.664602583527504e-05,8.60575267432871e-20,3.3091679871668963e-74,1.0
175ede0680,3.57370749059652e-19,0.0002681063918687179,6.937509106682437e-20,2.5565682879539696e-74,1.0
175fee93e4,3.534888929017378e-19,2.318666337902312e-05,9.108945852707572e-20,2.448751477739125e-74,1.0
176051006c,3.3444823386616498e-19,-0.00029991976584048093,3.719967158529814e-19,1.9977901904416894e-74,1.0
176505bac6,3.4173376843729417e-19,0.0002338792746653909,1.812155767535999e-20,2.093740435702454e-74,1.0
176640f9ce,3.1613987748788374e-19,-1.1163789568384264e-05,2.1885083694134497e-20,1.612348663432596e-74,1.0
176815684f,3.6133486550769973e-19,0.0002241079264786767,1.0270194229474087e-19,2.6593198136294316e-74,1.0
17691d9768,4.1293403883888214e-19,0.0005422823721942684,1.1256811279020073e-19,6.134655148568335e-74,1.0
176caf5564,3.328450243140637e-19,2.9359570077047114e-05,3.849071955313275e-21,1.7655150625515948e-74,1.0
176f36b0c8,3.224809401911156e-19,-9.568562081883012e-05,1.2402877294712162e-19,1.772089657305877e-74,1.0
1773d2a798,3.2955161905215733e-19,-0.0002400285617368132,2.275656479304433e-19,2.0782437680448815e-74,1.0
1776618617,2.724598882894564e-19,-8.801451004956938e-05,5.10789811193434e-20,7.286384149817526e-75,1.0
1777292931,3.0542540526805195e-19,-0.0004537217719924345,1.2702496581229737e-19,1.3001687847058458e-74,1.0
1777c4a442,3.4889865888984045e-19,6.644372331855275e-05,3.8590231312135896e-19,2.1361267024857156e-74,1.0
177a5d004c,3.5100675307710144e-19,-0.00024299033978529731,1.002967622755167e-19,2.4924659964675027e-74,1.0
177cd406d5,3.3931659948113773e-19,0.0002781094459710321,3.3511925933734334e-19,1.5673792618122842e-74,1.0
177db7d987,3.5455889320272977e-19,-0.00013670318818866242,1.4062084024232888e-19,2.3807506739863167e-74,1.0
1783f5bc9c,3.144177214204431e-19,-4.168008952701939e-05,1.9633844294783584e-19,1.4126476213200253e-74,1.0
178552c771,3.388645612514639e-19,0.00021792942694002539,6.693796190446829e-20,1.7915664999891966e-74,1.0
178667fa2e,3.405958351168364e-19,5.587598266495494e-05,3.736349130651533e-19,1.8392329962783364e-74,1.0
1789fe05aa,3.5377663547891597e-19,-0.00021110173575661947,8.470127380247597e-20,2.3587986931998822e-74,1.0
178c90a86e,3.3292548970377523e-19,0.00020750361767613498,2.831375897929245e-19,1.8773247266486248e-74,1.0
178ff30509,3.0889983993443713e-19,0.0002096291905415927,2.4933653013510215e-19,1.219878129236901e-74,1.0
17921b6111,3.5946650352788884e-19,-7.982016442485125e-05,2.4138782575893894e-19,2.5655443386817947e-74,1.0
17930fe1de,3.7788415079687184e-19,-8.848938413413134e-05,3.356418656952619e-19,3.2975855649618145e-74,1.0
17937a10f7,3.6387736677566184e-19,2.3680338653155462e-05,3.2282298500882843e-20,3.159978746051706e-74,1.0
17944ea181,3.618137608824915e-19,0.0001147738423552546,1.5951921414013586e-20,3.51104083991816e-74,1.0
17983d30f1,3.8438096445312463e-19,9.108509253297416e-05,2.827611521530004e-20,4.205069233533681e-74,1.0
179b76f8dc,2.793984673645146e-19,1.2523974908030291e-05,7.527539150489109e-20,1.0624962999672062e-74,1.0
179cc982aa,5.095495829482909e-19,-0.00024044830812444971,8.036509511301102e-20,1.2600839465209621e-73,1.0
179e8c8cff,3.899255164436242e-19,1.0889818123597844e-05,1.1615467781341209e-19,3.396486553230745e-74,1.0
17a6e12643,4.0037093025227012e-19,0.00025822502706256297,6.47874728059107e-20,4.241864428336235e-74,1.0
17b0dc5632,4.1260561685856004e-19,-0.00016422725711935112,2.275352165229742e-19,4.046879274537314e-74,1.0
17b4ee4f5a,3.5268204973776215e-19,0.00011157853476531408,6.937700394926825e-20,2.088394878586944e-74,1.0
17bebf0d24,3.0361817577003407e-19,6.541303353668095e-05,4.405805279802982e-19,8.724611222162102e-75,1.0
17c04db65f,3.3111621186088796e-19,8.356939712224631e-05,8.26317056528188e-21,1.7043727359308226e-74,1.0
17c51c2e82,3.470509640202424e-19,0.0006845684482965023,6.17232439192564e-19,1.667772577189983e-74,1.0
17c8b93332,3.7288365300740154e-19,-0.00019402586338712442,2.1209330647004662e-20,2.8714941337393344e-74,1.0
17c8e615a4,3.040783734711794e-19,9.6283337840273e-05,1.07134259201698e-20,1.618579640584937e-74,1.0
17ccf2c594,2.884894820769901e-19,-5.653986693714472e-05,3.331993455837511e-20,1.0893557914934103e-74,1.0
17d3d13e87,2.293416882217505e-19,-0.000144422264973555,8.055287311006847e-21,4.199350803977216e-75,1.0
17d65ae11b,3.138112146948577e-19,0.0003267390088463425,9.458343680550427e-21,1.4645922919736525e-74,1.0
17d674993a,3.245934152649622e-19,-0.0004733244986932928,1.6954140418251271e-19,1.9907187361380557e-74,1.0
17d80f88cb,3.359497838380623e-19,0.0004830909356804172,1.5503031274658738e-19,1.955772981975589e-74,1.0
17d85390a6,3.0939857305597517e-19,-4.7281656067260214e-05,9.96368138201846e-20,1.5642272054854718e-74,1.0
17d8a9b285,4.247818024242772e-19,-0.0004259433455478649,5.761009587810378e-19,4.140285070647229e-74,1.0
17d94821f8,3.588835840008187e-19,-0.00044657903175621946,3.285007939722986e-19,2.641473932326759e-74,1.0
17da175578,3.465993445057812e-19,-7.633863425807392e-05,3.107824772561595e-19,2.2898877835434178e-74,1.0
17db66c3c1,3.6740859527115995e-19,0.00040947517339788103,4.069942129376026e-21,2.9088060224760194e-74,1.0
17de3f111f,3.783388648070691e-19,-6.506179802887682e-05,6.982667226998607e-20,3.313949910951731e-74,1.0
17de5017d4,3.372541706600646e-19,0.00031395275229796323,2.1287790091922775e-20,1.867747628152477e-74,1.0
17de9c4b5f,2.648586889540438e-19,-0.0005064268434300729,8.987881992115544e-20,8.01923269596654e-75,1.0
17e9736148,3.117369535765662e-19,-0.0004714954890818011,9.899197679910052e-20,1.6276247360932566e-74,1.0
17f1299182,3.8164703229658453e-19,9.388055459207779e-05,3.943435132139267e-19,3.752665129453684e-74,1.0
17f1cb15e6,4.0077113465821666e-19,0.0005285562975759149,2.871097799621745e-19,5.986961236915018e-74,1.0
17f366eb97,3.4945787253988503e-19,-0.00016354324544343827,2.489433318426042e-19,2.7265306967483515e-74,1.0
17fa1b48ac,3.4205413058093283e-19,6.693990468813687e-05,2.1268724756082727e-19,1.9928652021209098e-74,1.0
18094b5810,3.2169141465180067e-19,-0.00015548364629892355,3.0254903299244075e-19,1.527575380958191e-74,1.0
180d40cf6d,2.9443253989677955e-19,2.512145644183975e-05,1.6214401759863198e-19,1.029437431508307e-74,1.0
180f63eccd,3.802616412216801e-19,-0.0005737298474595334,1.905219663034632e-19,3.5308972246445132e-74,1.0
1810110e09,3.2836628094772425e-19,-0.00017527952832937908,9.075709712746803e-20,1.8419784388606037e-74,1.0
181200afa9,3.3508179954290934e-19,-0.00014674065985626603,2.0384421869814894e-19,2.279310704509968e-74,1.0
1814ba5c8f,3.5517348877158275e-19,0.0001601883275617971,3.7305164162522015e-20,2.7792946804302314e-74,1.0
18180927a4,3.8220704969082824e-19,-0.00013110357835190972,3.5152762375941253e-19,3.986292318749777e-74,1.0
18207939ca,3.1867388889923503e-19,-7.841924500831409e-05,1.3912253648315278e-19,1.5327378662837598e-74,1.0
1820d22d09,3.126019378222275e-19,-0.0001246188708825906,4.0780692205278794e-20,1.462344168138959e-74,1.0
1823de8057,3.0951904029761465e-19,7.912717519086296e-05,6.934459867397155e-20,1.4021700857632704e-74,1.0
18242ea721,3.763898267788657e-19,-0.00039405632490856077,1.2952315792249771e-19,5.719447599123208e-74,1.0
182535e580,3.431778771884876e-19,-3.962097336135118e-05,2.103827757978366e-19,2.1729412927159007e-74,1.0
1825a512e8,3.0408771957980156e-19,0.0003078101920546772,9.950266047140508e-20,1.3544358256081887e-74,1.0
18260da5d2,3.5174873773789935e-19,0.00016123380639447327,2.811462197759783e-19,2.0374799021371594e-74,1.0
1829598406,4.0217763289170466e-19,-0.0005020901858473936,4.864494667290491e-19,3.689883809868956e-74,1.0
182c9b1c34,4.440083573774673e-19,-0.00012733024955268338,1.5445729033826743e-19,6.242113866521688e-74,1.0
182decbb0b,2.8422710585656483e-19,-0.00025895831103359265,5.3135660123996393e-20,9.462044095714915e-75,1.0
182f04bc01,2.7737514492714447e-19,0.0002882055007554911,3.6450001057570394e-19,6.336608901029927e-75,1.0
1831ce82ea,3.343336095246956e-19,9.750425591442751e-05,7.409652359447707e-20,1.449887923044575e-74,1.0
1843620ba4,3.369016400733596e-19,0.0003830767209340009,2.3425832216475664e-19,2.178640148666552e-74,1.0
18473f4ca9,3.4486776980581706e-19,7.823011071519114e-05,1.0812571983275995e-19,2.520351826701211e-74,1.0
1848d2f0d3,3.6323850370001033e-19,-0.00045375000207563854,1.1619520094420078e-19,4.1675407638480735e-74,1.0
184c4a74b9,3.104204956002977e-19,-0.00014759030828303,1.5848736507896959e-19,1.3228982667304787e-74,1.0
184ce71d1a,3.5276231911491523e-19,2.357923167075447e-06,2.6538370127252106e-21,2.4189779157241645e-74,1.0
184f98550f,2.9423407651360816e-19,0.00031862390230713263,1.8963003798435168e-19,9.702980085260766e-75,1.0
1851b2bccd,3.793570888434015e-19,-3.017781392730186e-05,6.59567086664738e-21,3.8191834927657625e-74,1.0
18521ec072,3.1843955048881076e-19,0.00015317582409444586,1.5959771688837552e-19,1.7455291101778422e-74,1.0
18578156c1,2.796813871486501e-19,-0.0001200096365458165,1.3077734645011511e-19,9.535671076734913e-75,1.0
185c2b00be,3.422544408032061e-19,0.00023565881626997593,2.286248650810043e-20,2.0050591592532512e-74,1.0
185e4127b0,3.4949717674037374e-19,-0.00019231178334362252,1.0106013262530792e-20,2.377448215433113e-74,1.0
1860b63f20,2.9806044769984914e-19,8.702346121070679e-05,8.6195799407143e-20,1.2034302675919688e-74,1.0
18642149a9,3.918401052166247e-19,1.9291191345439834e-05,5.807076120359479e-20,4.905965192705212e-74,1.0
1866f255da,4.211640344346552e-19,5.1185044509049284e-05,2.4539106818332674e-20,6.131936509205119e-74,1.0
186a03d117,3.296664516098486e-19,0.00045573216208389484,1.3213418342289184e-19,1.8147507168510367e-74,1.0
186af90303,2.807530714291662e-19,0.0001967183700253143,2.1490485941043142e-19,1.0199903055850212e-74,1.0
186e22408d,3.306737530737644e-19,-0.00014566528277187643,8.085012397723012e-20,1.8351679996458793e-74,1.0
1873988deb,4.77815400371413e-19,-0.00013047420509455023,2.70575513335073e-19,9.58110634895144e-74,1.0
1877978151,3.4012499512523616e-19,0.0007284107709252946,2.495826333516469e-19,2.0585261278462124e-74,1.0
187e29df1c,3.9915410958296664e-19,-1.4568142934561261e-05,1.2075795630155697e-19,4.217014658792523e-74,1.0
18827ad704,3.7459995665621125e-19,0.0002558250537827729,4.809436770119047e-21,3.029866458831932e-74,1.0
188517dc4e,3.4282486007430684e-19,4.595269678877137e-05,2.6656138885376312e-20,1.8716734776460824e-74,1.0
1888a3bf1a,3.6198363067280564e-19,0.0003031618518073681,1.181922209634401e-19,3.1472551791065085e-74,1.0
188a32d5ef,4.3318584388848266e-19,-0.0003768032833032786,1.0654696086832533e-19,6.726788437121726e-74,1.0
188c6a67e2,2.6313362975628542e-19,0.00011911361183646722,3.503459959029936e-19,5.039717933618335e-75,1.0
188e3eb0fd,4.963632578636742e-19,0.00017315659362305254,3.3085626854327845e-19,1.2457364808231491e-73,1.0
188ef2c9a0,3.6341302935159335e-19,-0.00031228864325240547,4.9117856224245394e-20,2.8188959833200405e-74,1.0
188f4c55e9,4.170156991816415e-19,-0.00013005033451099176,1.2041751916401558e-19,5.582811204393029e-74,1.0
18902f0548,3.755024082642888e-19,-0.0001591560344363211,1.0841028211225044e-19,3.8666697293370665e-74,1.0
18911b857b,4.441388442177993e-19,0.00013827914530813377,1.7743064227373042e-19,9.891147427861543e-74,1.0
189294a97b,4.545128438168966e-19,-0.00025598300011555036,1.266362860941444e-19,7.071757278283167e-74,1.0
1896841ec1,3.2403228231036214e-19,-0.0006290545612800765,4.025838419082392e-20,1.9099311647589632e-74,1.0
189840b60a,2.8924078417236257e-19,4.021423633505443e-05,2.8768482643724633e-19,8.866109609601555e-75,1.0
189b3fc26f,4.083769987522721e-19,0.00048103174748106314,1.82701628251147e-19,4.3882519293668685e-74,1.0
189cd47a3a,2.8574425649605006e-19,-0.0009436478502286495,2.4959959448753248e-19,7.5964412634451725e-75,1.0
189d699448,4.274378967378133e-19,-0.00013248062611671604,2.2266567495921946e-19,5.186051904239439e-74,1.0
189e2cbaf4,3.720761862022661e-19,-6.023030767305884e-05,6.932782643397065e-20,2.8733289620879938e-74,1.0
189ef94218,4.0461054848718106e-19,0.00037362441117120713,5.622059031754127e-20,4.5398742335945415e-74,1.0
189f7488e1,3.2036168714307445e-19,-1.8016330958891523e-05,9.900834414472247e-20,1.497107634544529e-74,1.0
189ff620b2,4.276640257621902e-19,-0.00022794944246662155,2.660026860093462e-19,5.7565690410372945e-74,1.0
18aedbf4ef,2.998405634178365e-19,-0.00013957029155096563,1.3418044197949679e-19,1.0152109214235266e-74,1.0
18b0e972cb,3.913896750515976e-19,7.080065825285389e-05,1.6205590376751034e-19,3.948491251401019e-74,1.0
18b31123ba,3.070500662799228e-19,0.0004485992244203374,3.768401809099293e-21,1.4278153265405225e-74,1.0
18bb9f0681,3.382763443485395e-19,-0.00020017281806023078,2.7657085736347102e-19,1.9858058810584386e-74,1.0
18bf8992ec,3.5135272219875335e-19,0.00025356476135888063,1.7000557954346227e-20,2.602625628455366e-74,1.0
18c4252ae5,2.9466249519472344e-19,7.050281119668228e-05,1.476168591501558e-20,1.5772139647564301e-74,1.0
18c6d476d9,2.5852359163244364e-19,-0.00028422327179435683,3.3500402936684795e-21,6.549501542615428e-75,1.0
18c7dbf8ab,3.341149260179215e-19,-0.00011063451368239192,5.51981953740913e-20,2.0243852920620222e-74,1.0
18d20d8816,3.2575608010071887e-19,0.000258489949553697,4.180577600447486e-20,1.7154116285321114e-74,1.0
18d23977d2,3.879346414561983e-19,0.0007587270488729937,1.4269567744809534e-19,3.174778881882332e-74,1.0
18d59747e4,2.9810074102977583e-19,-4.6195683505508676e-05,2.834735413464403e-19,9.754928127818781e-75,1.0
18ede2d894,3.9885039341941797e-19,0.0005410558255738748,5.53447215270002e-20,4.407471772023763e-74,1.0
18ef457de6,4.277812308219463e-19,-0.0005944016619739844,1.6371078061333874e-19,6.370891542565687e-74,1.0
18f39df317,4.962917626476127e-19,-0.00022221092476101595,1.0716144200411866e-19,1.0357317292123463e-73,1.0
18f45d8ddb,3.374298873836736e-19,-0.0004180412871613884,8.253848743676079e-20,2.095050174292748e-74,1.0
18f7114bb8,2.857931919572558e-19,0.0001596803812734677,9.592629743966588e-21,1.088987479092306e-74,1.0
18f7ea54ac,3.4334450511771492e-19,0.00033322029355874585,2.0988849511594482e-20,1.7278416501954612e-74,1.0
18f7f653a5,3.464129961581272e-19,-3.897670483693951e-05,4.6106196462054354e-20,2.3002916653569584e-74,1.0
18fa04176b,3.785285844004533e-19,0.00030306029387163635,2.5583281753542e-20,3.190145164769319e-74,1.0
18fcabae7d,3.7205378778182873e-19,-0.0003673349824616902,6.661996350997759e-20,3.41407038813081e-74,1.0
18ff2bf162,3.2987621386562194e-19,0.00014969162235969896,9.736407888450657e-20,1.901347379612049e-74,1.0
1903231182,2.550298478774304e-19,3.502874708405408e-05,1.5681775082753238e-19,5.601547763614654e-75,1.0
19035511f2,3.622059254341569e-19,0.00018730275356973434,1.149757462504028e-19,3.069238231036245e-74,1.0
190757df8c,4.0998836531399066e-19,-0.00011124623962692717,2.092383268354753e-19,4.492536497540081e-74,1.0
19083dc4ef,3.552622160119496e-19,-0.00018600365868956395,7.514292271844193e-20,3.330854142706288e-74,1.0
1911135c64,4.2657282262236023e-19,-0.00027524251655226296,1.114352191353974e-19,5.7175533611640655e-74,1.0
19132f1814,2.705455379269146e-19,0.0003509358705856341,1.4508517613095853e-19,7.059189403079784e-75,1.0
191514c4d2,3.200685554701486e-19,-0.00011986242487866358,1.9729407875963745e-19,1.5166990212075389e-74,1.0
19156f0d4e,3.4924826561082135e-19,-0.00015752626494204046,1.998998326308196e-20,2.731754805059307e-74,1.0
191654adc1,4.458756180135581e-19,-0.00012227600827279992,2.305924534389136e-19,7.120436476532558e-74,1.0
1916700196,3.44014278154511e-19,1.8925370199709452e-05,2.567041204636173e-19,1.9521710365322414e-74,1.0
19193f0b40,3.9098217783967403e-19,2.248638178478342e-05,1.4511543836093932e-19,3.6477184512375435e-74,1.0
191978227b,3.0267454549096604e-19,0.000106475448105747,3.9294096777037215e-19,7.724135443170929e-75,1.0
191a28daf1,3.9764340491972605e-19,-1.5475129315792623e-06,6.228160244020049e-20,4.603968417847797e-74,1.0
191b58ea48,4.0352030702330833e-19,0.0001196514737253459,2.521332151892421e-20,5.017097163127861e-74,1.0
191c8add50,3.4570948156448007e-19,-0.00017496714920069224,2.0298034065754865e-19,2.176520407739741e-74,1.0
192045e175,3.1348148880610058e-19,5.906506569828711e-06,3.0339599570344297e-19,1.1196797571423048e-74,1.0
1920d2c61c,4.254357741492294e-19,-5.9093980114591834e-05,1.68970351213743e-19,5.683932186059416e-74,1.0
1924ac25b7,4.2782837629830266e-19,9.502710894266341e-05,5.20203547220186e-20,5.901801430841504e-74,1.0
1926dc6dc9,3.1500957327051777e-19,-0.0003544935216828945,4.154811813946817e-19,1.3475871344852865e-74,1.0
192a50330a,3.5987052692508713e-19,0.0006635368337801534,3.970636815320462e-20,2.8918580848311396e-74,1.0
192c0f2399,4.024730585541709e-19,-0.0005697283417910386,2.4423508192971275e-19,4.247384208083837e-74,1.0
1931704cfb,2.958939024755165e-19,-0.00031956264429379124,1.2877158312343782e-19,1.1430245809855667e-74,1.0
1934014635,4.968926056022615e-19,0.0003356521424564294,1.9049279938280564e-20,1.0881051920461125e-73,1.0
1934d09407,3.344033572968888e-19,-0.00023865137407932743,3.057949599471771e-19,1.6865527164724203e-74,1.0
193692ce64,3.667322671509271e-19,-0.00018594403396978812,3.9869154819783274e-19,2.883297226236275e-74,1.0
1936b09d62,2.961768146321988e-19,0.00018461353217230238,6.143933019264926e-20,1.144789911013055e-74,1.0
1936f00ea2,3.434893725500012e-19,6.765950436025359e-06,1.2409349508715265e-19,2.329973103732821e-74,1.0
193acd4f94,3.1819491143573567e-19,5.718446627859084e-05,4.8852344545558377e-20,1.5569553794369024e-74,1.0
194907bcfc,3.5127109644943595e-19,0.0004067730037602633,1.6176807817762605e-19,2.561405437540002e-74,1.0
194a3631f8,2.242215229757732e-19,2.6820019501862155e-05,2.379080248327777e-19,2.75265148252642e-75,1.0
194bed0963,3.7521137491279564e-19,0.00034745317241399786,1.296418044930565e-19,3.6840243791851505e-74,1.0
194d01d106,3.5901612093968155e-19,-0.00010735907956185834,5.427263642580403e-20,2.6702664037185952e-74,1.0
194e2d77d2,3.1139593153703965e-19,4.896639285312007e-05,1.46547156777893e-19,1.1241968965463711e-74,1.0
19593faa3a,3.9705268584677155e-19,-0.0003084434815183477,8.982025746475716e-20,4.155689034773804e-74,1.0
195b5da42c,3.137790925701039e-19,-2.3612204725204485e-05,1.6685989804990144e-19,1.6587560712489686e-74,1.0
195be24ace,3.7884863787674836e-19,0.0003603656848079553,5.79527429423664e-20,3.525545149071923e-74,1.0
195c736d79,2.3620628840275254e-19,-6.17032566509745e-05,1.6033981507971117e-19,4.459899865500278e-75,1.0
195f84b2aa,3.8270912463848467e-19,-0.0003517023552225063,9.673774776301004e-21,3.9406889987654784e-74,1.0
19604e08a2,3.435993387941473e-19,-0.00022281662326937345,1.6124712734274593e-19,2.459817522634096e-74,1.0
196269dd70,4.1330665781812526e-19,-0.000190889082290436,4.0637580676184607e-19,4.956988948434761e-74,1.0
196522eacf,3.3956143818691277e-19,-3.873060649372396e-05,7.448958853794537e-21,2.2502285054869532e-74,1.0
196f65c6ce,2.8002726040727917e-19,-1.372153123285932e-05,3.279566390749022e-20,1.1570822477412877e-74,1.0
196f9aaaaf,3.0558921011857007e-19,9.536078103834024e-05,3.851090688131419e-19,9.032010284151503e-75,1.0
1970b144cd,3.095939107067103e-19,0.000653607614719889,1.54583328620599e-19,1.2645886446714853e-74,1.0
1974051a6e,3.335990865618325e-19,-0.0004007549693633292,4.0830324845373145e-22,2.351978659782259e-74,1.0
197aea586f,2.975563083757109e-19,-0.0001256380275133344,1.3732969554669962e-19,1.1347810646546305e-74,1.0
197d2c52fe,2.9008949248819324e-19,0.00019630300564783186,4.738487200780774e-20,1.1770000482616438e-74,1.0
197f097713,4.2855269062926533e-19,0.00012590574664633763,1.1733397542052066e-19,6.241056742504849e-74,1.0
198113f366,2.5936990503492574e-19,0.0002748230208808767,2.7059729029057916e-19,5.198168399155701e-75,1.0
1981cdcb38,3.74837323933878e-19,0.00014631842623282843,1.6312046286608762e-20,3.4449976837005578e-74,1.0
19846adbd7,3.7867499147082307e-19,-1.6846769316536786e-05,1.5013641147822817e-19,3.900879443191252e-74,1.0
1987d5a977,3.3653621761234494e-19,-0.0001917235346419138,8.43284039167686e-20,1.883788511082319e-74,1.0
198a565606,3.396145401206317e-19,0.00020175429750061546,1.9279898149252944e-19,2.075861207349898e-74,1.0
198d1b49b5,3.8200229226348654e-19,-0.00012204991215328186,1.625097965309602e-19,3.0936404083915672e-74,1.0
19933ad4ce,2.7397208185941146e-19,-0.0003474464609805048,1.7878914990848427e-19,7.558683205146602e-75,1.0
1993a0f1c9,2.893977702807883e-19,0.00020958392412237086,5.256462877802672e-20,1.152136966592358e-74,1.0
19987103aa,3.024270178157557e-19,-0.0001373442483770702,2.0715800992169732e-20,1.5321981921220497e-74,1.0
1998f90f56,3.0940863587800857e-19,-0.00024268305594544705,1.9921032231921346e-19,1.273101802830998e-74,1.0
